domain,ctr,count
tKa-ex87Q9uo1m58uG,0,9
eSMJquM7B5smgMNotgaWNxup,0,1
trqRTJMxXNC7gspy,0,294
tApbQpFIMqT7gMuYvmpENpn,0,5
51K-txFyQqsbjmb4vKTAUea_mZMf,0,2
trqRTJk7gTK0jMB4JKn,0,132
DSdoeez0L6Bs3TKbu-,0,7
Dr2-luswOvlW1m58uG,0,1
tDTgTvuEXqdYgMKRUMpENpn,0,1
trqRTvTJGTNRFgMfwJFIqxdi-i,0,2
trqRTuN9Q9TN1m58uMpEN0,0,578
trqRTudNBqsvXh1oaFnWvp2,0,50
D1pXe5f0Q9f,0,1
trqRTJnSOq1vJmuouFFzqxMzmw,0,4
trqRTud0Py2W1m58uG,0,103
3SKbBuFEMNj7DoNKudpENpn,0,1
trqRTJkrgql7gsz,0,5
trqRTuTYO6LhDNKbuKz,0,64
3FzYTud0MTN7Xmn4uSFK,0,27
trqRTvTuGo17gg24JKTI,0,6
trqRTup0Pva7gspy,0,1
trqRTuqEgQl7Fh1E,0,5
DFKXB19oLTcsjQc4JKTI,0,2
trqRTud7Qqd81mKYUdpEN0,0,1
31R-QxsUXTK7jMk4JKTI,0,2
lJC-GpMwXQL7gspy,0,172
kK1XTvpyOe291m58uG,0,2
DDpNqx9cdoTIJdd45SqE,0,1
DFpETvTyBQFoFNKbuKz,0,1
tF1NqydSQq1o1mpWwW,0,2
trqRTu1ogN1rJ9Kbu-,0,1
trqRTvpyBq1EFMMywMpENpn,0,1
5dSEe5xRXqsb1gkhehasqxKIYoN8S91fx1L,0,1
trqRTJ24PQp81m58uG,0,3
kKk-lvFvGZk7gspy,0,12
51E-e5SmQ9KRFdsYumpENpn,0,72
trqRTuToMIpvwdM4UdpEN0,0,6
51K0QyMJX92xDZC4u1SWUpFIM9dI7t,0,1
lKR-VDj0Q9Kr,0,35
DJ1El59vgIL7wdSRcdpENpn,0,1
trqRTuRrO6n7gsk,0,1
trqRTudEMqMRwqKbuKz,0,15
tYnEZS9aM98,0,1
5KF0t580PeqUgYk4JKTI,0,54
trqRTvd0g9a7Fh1E,0,1
trqRTudSMZq8Jd9hvspENpn,0,1
trqRTuMUXIbyDZ24JKTI,0,1
3F90G5R0GI1rjdpfU1SWUKTRmT2,0,8
k1xwqS9SgZ101m58uMpEN0,0,7
trqRTu14Pea7gsz,0,15
lD1Jt6k0g957Xguf5SqfNFTRm7,0,111
lDz-VDj0Q9Kr,0,6
5FKot19RXZqNaMm4a18WNxup,0,1
eSMJqvuJMNj7jmm4U1EWvpdh,0,1
kJj-QxFJMNFswMM-JMpENpn,0,1
5ATuZDnSLpscFNKyJF9ro5dsmpd8SdC,0,1
3SKbTvTvg9FvjMz4uSFK,0,2
trqRTJk7OZ591m54,0,3
kFFgqe5RB5syXZc4JKTIqxM_,0,2
trqRTJ1NXxscFsf4JKn,0,64
trqRTudJgu9xgg1RaFpRUp5h-ojiSsmd,0,1
trqRTJz4g9E7gspy,0,14
lKc-ZJzSOZc7FmMs,0,3
tApgGu5mdNuogmMr5SqfNFTRm7,0,4
51T-exC0Q9Kr,0,47
trqRTJjSLep_w9KbuKz,0,9
trqRTuMyjqN_jdph5SqW,0,8
eYl-Qxu8XQp4jMKs5SqfNX,0,8
Drj-ZAzrBN87gspy,0,13
kFFgqxFJMNj7jsdywFpRqxMzmw,0,32
511FZJj7OxshjgNrwgbWvpdh,0,1
DDTSQuf0QqdvFma4JKTI,0,39
kJ2-t1xuMIl7gsz,0,21
DF1gGe1IdN5vJMb4JKTI,0,67
trqRTud8B9mf1m58uG,0,5
eA2-QxuEG5scFU,0,9
5rsvquuEMuscFYq_5SqW,0,1
511FVJzrOxshjgNrwgbWvpdh,0,1
3Kp4TuMJdqxv1m58uG,0,1
trqRTudNBqdvXmd4wspENpn,0,2
3Kn-lpsyg9l7JgC4JKTI,0,200
eSMgqvFodNFIjdd4U11yqxMzmw,0,8
eS9jl55xj5smwMdxJFM6qxMzmw,0,1268
trqRTvdNP6291m58uG,0,6
trqRTJkrg9uIgsNYuScWvpdh,0,6
DSk-tpprB5scFsf,0,266
k1Sgtx5ygZpoJNKbuKz,0,1
trqRTJk7gNk7gspy,0,10
trqRTud7QQmhFMp4aKF6Up5h-ojiYd56,0,2
l1Fue5srBN87go1-5SmEQAcKM9FnSU,0,1
DFFXqpk0QNTYjsB4JKTI,0,1
trqRTu19Bol7gspy,0,268
trqRTvpWM9so1m9o,0,49
l1L-Qu5RG9TYFNK4wJB,0,1
3SmSeyF0j5scFNKyJF9ro5dsmpd8SdC,0,1
kFF-l59cjZa7gYMfJAbWvp2,0,1
DFpETvK-Q9f7gsz,0,31
D1uve5saQI5W1oM7UspEN0,0,1
DFpETJk7GT27gspy,0,2
DS9bqK9JMTNsjgNr5SqfNX,0,3
DS90QK90GQkyDQl4JKTI,0,11
3K9RqF98G9xr1mKYUV,0,11
3FK-QxFEXQmmXMKEa1nWvpa_opT8Fsu2x-,0,1
t1qgqu1JXNNNXMpf5SqfNX,0,1
5dScGpsyQ9arwIjIlMp9cv56oTCiYd56,0,5
ersJt5L0XTFUwgk4JKTI,0,231
DSMJquMuX5sxwgThUK1WUKTRm7,0,6
kKKbTvpoGQ5v1m58uG,0,2
trsETvKSXTd_1m58uG,0,1
5dSme59xGq1m1MCKehCWN5xA0NFiFsu2x-,0,2
3F90G5R0g9ShJs5WJJdroy1r-TciYd56,0,2
3KKSe19mBqsEwsd45SqfNX,0,42
trqRTvdxBq1EJddEwMpENpn,0,7
trqRTvFoQqKrjgqKUdpENpn,0,1
511Fl5n0Bq1sF9KbuKz,0,4
trqRTuFEMNFEFsKEJAFscuj_oT1A,0,2
trqRTvdYMNqfJ9KbuKzWvp2,0,8
DF9blS9YBquIgqK4wJB,0,1072
DSMgquMWBTc7gsNruSL_vp5iM9FnSU,0,1
trqRTvNyM9mYgMSh5SqfNX,0,460
trqRTJkrMTN7Xh5SwFpRqxMzmw,0,11
tS1-Tu9UGTTYFOb4JKn,0,12
kFF-tydvdoq7jYk4JKTI,0,2
DSK-tydNQqf7JsphcFEWvpB,0,1
trqRTvp-je2WkTKbuKz,0,160
trqRTvpYg9uI1m58uG,0,450
DFpETuxUXqs_1m58uG,0,280
DrFwGxNcdN1RFt,0,5
trqRTvKSBqK81m58uG,0,4
3KdbGxubB5scFsf,0,1
eD2-tusEGT9vwdB4uSFK,0,1
eSMvluuJjNuIgMKE5rxIbSThoo54YYjHr1qZ,0,1
trqRTumaBo27gspy,0,1
trqRTv1JMTS9gM9R5Sqfqyuf,0,3
tS1vtup0GxsSjMM-aF1fqxMzmw,0,3
6hlEVF98GqN_jdd4wANYNxb_oT1A,0,1
3DFJGedvguscFsf,0,1
tSmNB6a0BpsUgMmRwMpENpn,0,1
trqRTudmQQ18jM5EJFKroKTRm7,0,1
trqRTJdujNuYFMn4JKTI,0,24
trqRTJk9BIqEwqKbuKz,0,1
eSK-Gx50dNdvjMxY5SqfNX,0,2
trqRTuSoMNFIXMB4JKTI,0,3
eSMrqu1vdvaWkZl4JKn,0,5
trqRTvFUjoa7Fh1E,0,1
DSFNl5p0QN27gspy,0,6
trqRTJ1ujoc7FmMs5rNn-KTWbISdYT1H7rb,0,1
eS8-exFoMNTfjNKbuKzWvp2,0,1
trqRTupSgTxoDQC95SqfNX,0,45
trqRTvKoQI5IJmMfuKqyvuz_oT1A,0,1
trqRTva7OyL7gspy,0,4
trqRTJkrG59RFm9ruSjWvpdh,0,11
DSMre59cjql7aMS-cJlWvpdh,0,10
DruFqK9aM9KcF9K4wJBWvp2,0,2
eSMgqu1EMNj7XMqYuScWvp2,0,2
6hCrC198GqN_jdd4wANYNxb_oT1A,0,5
trqRTusbQNNEXqK4wJB,0,1692
5F1RQS9cBTT7gMKoU1SfNSTRmT2,0,1
trqRTuTSjTx_J9KbuKz,0,2
trqRTvTvgI5vJYqAuAF_N5x4-udhSsS2,0,1
l1F-tydNBq5YXhM85YFSGxj_m9NT,0,3
kFFgBpuJMNFNXMSruSNn-FT6m9s2Fsu2x-,0,2
tSK-tyNNQqc4DZ2K5S59Npb_bqNd7mLHr1qZ,0,1
trqRTuxJBqR7gspy,0,3
trqRTJdbBqk7FmMs,0,9
k1xwqS9JXQ5RXmd45SqfNFTRm7,0,4
6hfmZAzrOe2yDgdzwJ5KqxlioxdsYZaPvM5z95k,0,1
tS1-BuFEX5syXZc4JKTIqxM_,0,1
trqRTupoGQL7gsz,0,102
trqRTu1vQQdoXOB4JKTI,0,105
lJ1bGx50dNs9gmd-JMpENpn,0,5
trqRTudNBqsvwmm8u1SWqxTy03,0,1
3FmgQxj0PenWkTKbuKz,0,84
trqRTuuuGq2rJ9Kbu-,0,1
lAMwTuNrXxscFsf,0,1
51a-GpMwXQL7gspy,0,1
5DTaTv1cQoq81m58uG,0,75
kFF-e580jqKIgmmoumpENpn,0,1
6gL7ZrC8dvjygML4JKTI,0,1
eSMgQubSO6j7FmMs,0,2
e1F-tx1JMxsoJY58vK2Wvpdh,0,1
eKSETupwMIq91m58uG,0,1
lKFgqF89Pva91m54,0,26
eSK-Bpu0GI101o1xaF1WUKT_-oa,0,26
5KFwt19NGvLW3qKbuKz,0,32
trqRTupojTNvFh5SUF2WvpdhM9Fi,0,50
trqRTvdyBqsYFmuzJFpRqxMzmw,0,33
5F1RQS9aMN171m58uG,0,7
5KK-txqJMNj7Fdd8aKjWvpdh,0,1
kK10qyC0GTNhJdqo5SqfNX,0,2
3KFgqvKoMNj7jdl9edpENpn,0,1
trqRTvdvgoMYgsByu110oKTRmT2,0,3
DFKvQxFJMufIkTKbuKz,0,1
trqRTJkrG9TRadmouspENpn,0,1
trqRTudRgyas1m58uG,0,6
trqRTJjxPeBf1m58uG,0,8
6Oz0ZJl7Ous9JmdmwgCsqxMzmw,0,1
trqRTJl9GTq8jMu45Spr-P,0,132
l1K-GppodoNRwM1rJFnWvpdh,0,2
eSMJqvpoMNF8jOB4cFx0bvB_oT1A,0,7
trqRTuF0GTTf1m58uG,0,1
tra-ZDzrOTm_1m58uG,0,15
eKMbGpf0Q9smwMdmuKpRqxTy03,0,1
trqRTuMxQqFvFMm4wspENpn,0,4
tApgl580GNKRXdsoU1jWNxup,0,1
3DMbGpuaQIq9kqKbuKz,0,1
er1-tup0GImmwqK-uK9roxl_oT1A,0,2
3K17euSEGxsvjM98umpfoxb,0,1
trqRTvdxX9T4gM5ow1FIbFTRmT2,0,8
trqRTudNGq98gsz4JKTI,0,1
k1xwqS9aBTN7gMFhuSBWvp2,0,1
DrsNGedSMZq81mNovDd6vpdxbNdfrT1fx1L,0,1
trqRTvFyGqMv1m58uG,0,36
6hCEZS98GqN_jdd4wANYNxb_oT1A,0,1
kA1gGpp0dNsowH,0,1
trqRTv1JM9uvjgqouspENpn,0,1
eSFwe5mJMI1mjqKoJS1WUKTRmT2,0,1
3FF-e59aG5s0JmE4JKTIqxM_,0,1153
5KF-txSJMNFNjMd4U1EWvrq7M9x8JZETuKNC90,0,1
5KFrQpp0g9uIjqK-wK2Wvp2,0,1
kFF-BuFEMNj7JgBIegBWvpdh,0,1
eSSEq5p7B9T_1YMWwDFsNpx_05d8SdC,0,1
3rMNBJk7O5scFNK-eSkhGrE_oT1A,0,1
trqRTJaxOv1sJ9KbuKz,0,18
trqRTuLIjoFf1mKYUV,0,1
trqRTJ5oG9FcjqKbuKz,0,1
trqRTu1rBo1f1m58uMpEN0,0,8
3K1gQuTmQqsEJd9YJJqrvxKrm9ziYd56,0,1
3F9btK9RjNK7Fdm4wMpWUvj,0,1
trqRTvuog9uIXdpzumpENpn,0,2
lFn-l5xEQNNSXqKbuKzWvp2,0,1
DSxyl18yG6MN1mKYUV,0,1
kK9rQxk0BT5sada4JKTI,0,4
5F1RTJz4OZL7gspy,0,660
DFpETuFyQQFojMFoumpENpn,0,3
3FR-GpMwXQL7gspy,0,7
kKdRe5SmgTTxXg1ft1MropspmZkiYd56,0,1
3K9RquSEQqk7gsNruS18vudZoNCiYd56,0,4
trMNQxE4PvB7gsz4uF18Uv1zmqLiYd56,0,1
5A1-Gx50dvjyDIb4JKTI,0,2
6hlSV19cXIN9j9KbuKz,0,2
trqRTuxvMN1RFdpW5SqfNX,0,1
kF9XTudNBqsoJsM4uAcWN6q8,0,51
DDTSQuf0M9sSjMKY5rqxqxM_,0,1
trqRTu9JModoFY5SUMpENpn,0,393
3ATmtJn7O9k7gsB4JsKEqxMzmw,0,1
DFpETu1JjQqRFm9ruSjWvpdh,0,70
trqRTu59Q9uvFmuY5J5Y-5unM91H0H,0,1
eSMgquMNQqc7amsi5SKYo5qrYxd8SdC,0,3
tr1xl18IQ9uIFNKbuKz,0,1
3F9-G6C0MqKUgMKzJFpRqxMzmw,0,143
3F90q5pxdqMvghq8vrEWopd40q1iEmaHr1k,0,92
tS1gGpFvgusbFga4JKn,0,1
kJf-Gpu0GIdRFsf4JKTI,0,66
trqRTuNoQqsSjqsyuK5YNSTRmT2,0,2
5KFrty5JMNF_jqKxuKNf-6a_oT1A,0,1
l1K-tyNNMIl7Xsd4aSEWvpdh,0,2
lFMgqxFJMNj7jsdywFpRqxMzmw,0,10
trqRTuFvQ58y3QcfeYBsqx5xmN9iEdaHr1k,0,1
trqRTuMJgN5oFoLA5SqfNX,0,8
5K97t190je2hkZc4JKTI,0,14
5KF-Qek0g9KIaMb4JKl,0,1
k1xFl5pxgNTNXgS8uSjWvpdh,0,1
trqRTvuSjNdsaTKbuKz,0,18
eSMJquM9BqTR1obIeFqxvFTRmT2,0,14
trqRTJzyOyMyaNKbuKz,0,54
eS9-tyuyQqf7gsNruSL_vp5iM9FnSU,0,1
e1FXqyNodNFIjgShuFFyNuuIM9FnSU,0,25
DFKcl59cdNTUgMKE5SqfNX,0,4
tKKae5SEG9xvFma4JKTI,0,1
eSMrGpsydNdvjMxY5SqfNX,0,2
DF9blS9Njol7XMqh5SqW,0,6
trqRTvdJMQ1NJmprwdpENpn,0,1
trqRTvTUBI27jMK0uW,0,4
5KxvQyL0jZu_J9K8vSc,0,1
trqRTuMEQQpxXYM45SqfNX,0,1
l1Fye59cdoTNkTKbuKzWvp2,0,1
kDpblxsxXuscFsf,0,11
DFTRqA2SOeC7go1-5SmEQAcKM9FnSU,0,1
trqRTu1EgIph1m58uG,0,61
DFpETuCYQxscFsf,0,2
trqRTupYQq5oJY5SuKKfbJl_oT1A,0,4
trqRTu1JMN9ojM1x5SqfNX,0,5
trqRTuNoGq5vF9K4wJB,0,4
5dSuledvMo1o1MBAeYCWN5xA0NFiFsu2x-,0,1
DDf-GeKJMuscg4,0,12
3sxUeyMaMuscFsf,0,21
eSMJqvNNGqf7Fdm0wMpyUuMI0Q8iYd56,0,2
lFMJquNoQqsb1Ym8UF5yvu2_oT1A,0,1
trqRTuxUjZ1U1m58uG,0,138
3S9btxSvdq1mJmpywMprNSTnmTmTSd1Ard5z95k,0,1
trqRTuxJMqTUgMKE5Spr-P,0,1
trqRTu5ygNKUgg5RwJBWvpdh,0,1
trqRTuFyM91mXgTrJF2WNxup,0,47
trqRTuNmM9sSjMKY5SqfNX,0,21
eKFgqS9cQqK9jMB4U1Srbud6M9FnSU,0,4
tKa-Be5mM9z7gspy,0,1
trqRTudNBqsvgYME5Spr-P,0,58
trqRTv1JM9FIgmC4JKTIqxM_,0,857
5dSuledvMo1o1gBK5SsyovuRmxd8SdC,0,2
eSpgQF9aM987gsz,0,2
5F1RQS94MTK7Xs1rcmpENpn,0,12
3rucl6uIdN171msoaKFsNpKzM9FnSU,0,1
lAB-VDz4LpscFsf,0,121
trqRTuFNO62x1m58uG,0,1
trqRTuqoMNk4wO1ow1jWvpdh,0,2
5F1RQS9mjqk7gspy5SqW,0,27
trqRTuFEMNF-XMz4uA5R,0,84
kSE-lvFvGZk7gspy,0,1
trqRTuMNQqsvFmdsaFTWqxMzmw,0,1
3O2-GpMwXQL7gspy,0,2
5F1RQS98GqC4DO5SJJ5rqxMzmw,0,1
trqRTvqEQeLW3qKbuKz,0,2
trqRTvdyBq9oFmayJMpyNxNz,0,2
trqRTuTJBQ1mjM1oaF9rqxMzmw,0,2
5DMRe59-X5svgmd4wspENpn,0,5
6OzSZDnxdNsowH,0,2
trqRTvdxQQd8wMB4uSFK,0,12
DFuSGJF4BQn7gsz4uF18Uv1zmqLiYd56,0,1
trqRTvFxMTb7gsz,0,2
erdgGpuadq1NFNKWJF1RvFTRmT2,0,17
trqRTvd-jZucg9KbuKz,0,4
er1SGps0dNC4gNKSJhliQ1TRmT2,0,1
trqRTv1EXQdIFmm8umpENpn,0,72
trqRTu1yPelI1m58uG,0,3
DFpETud0OenWkqK4wJB,0,1899
3Kb-lpT7QxscFsf,0,13
tDdbQvTvMok7XMz4vKT7-5d_bNjiYd56,0,1
trqRTJk7gTa7gspy,0,8
3J14lpsydopIJOMzJFpRqxM_,0,2
DruEBK9aM9KcF9K4wJBWvp2,0,10
trqRTu1JMNmYDQaK5SqfNX,0,3
kFFNl580gqks1m58uMpEN0,0,3
lOdbVyl4GNj7FMk4a1TfopSzm9EiYd56,0,1
kS9bqpqyMus7Xgl,0,2
trqRTuTEg9uvFNKbuKzWvp2,0,1
kA1gquMRBTc7jd1WJspENpn,0,3
3J14lpsydvls1m58uG,0,3
trqRTJzyOeT4g9K4wJB,0,4
trqRTud0G9TRJhB4JKTI,0,216
er1-exFJXTqvwqKbuKz,0,2
DSC-eu50GTNUgMn4JKTI,0,48
k1xEGeTJMN1o1muhJKmrNxb_oT1A,0,1
5F1RQS9IXqxo1m58uMpEN0,0,66
trqRTvdcMIl7gspy,0,2
tAMSVDl0PqkWXTK4wJB,0,1
lFB-exp7g91mjMKo5SqfNX,0,1
3rqyTvp0guscFU,0,3
3KK4leTJMN5oJMmfa1SH-ud2-NCi7m1iyd5z95k,0,1
tApgGu5mdN9YJdd4wspENpn,0,32
l1Moe59vgufIjYa4JKn,0,1
trqRTupoQNT7X9KbuKz,0,359
trqRTu5Eguscg4,0,6
DS2-e59-XqSo1m58uG,0,2
trqRl5xcdo1_jOM0UMpENpn,0,1
trqRTuNoQqKNFsKE5Spr-P,0,9
6YLSZDkSQxsmFoaf5SqfNX,0,1
trqRTuNEQvlhDNKbuKz,0,812
trqRTvFbQv27gspy,0,638
trqRTJTUQ9L7gspy,0,9
51KETJnSOep0aNKbuKz,0,2
trqRTvqvgoN_jOM45SqfNX,0,2
trqRTu9EBQ1o1M5SaFpYqxMzmw,0,1
trqRTudJgTFoXMR4JKTI,0,1
kA1gqpu0MNq91mLWJmpxvABHg5d8SdC,0,1
kK1wt5a0Gq5oFma4JKn,0,1
lFSglx57domcFsf4JKTI,0,15
trqRTv1xjZqokTKbuKz,0,9
trqRTuTYQ9uv1m54,0,1
DJpgquL0GNq7Xh5huScWvpdh,0,1
lKFgqF9aMN171m58uG,0,2
lA1Nqx9cBTl7JgM9JFnWvpB,0,1
tK1NTvkrP6a7FmMs,0,1
trqRTuMyMTK7Xs1-vspENpn,0,19
Drz-tupmQe2y3TKbuKz,0,4
trqRTv1EgTxvFmms5SqfNX,0,1
5FK-luu0GxsrjgTouScWvpdh,0,1
eYk-Qxu8XQp4jMKs5SqfNX,0,7
5K97t19NGZusX9KbuKz,0,2
trqRTuFJMy24D9sSJF2hQrB_oTC,0,3
trqRTv1xgQNh1m58uG,0,3
trqRTumJBQuYgMz4UDa,0,3
trqRTJlyOvC81QcstOcKB1Tr-qThSspfuKNV,0,1
DFpETJ2xGqf7gspy,0,6
eK9Nle1oQIL7Fgm7uASfNxKIm9ciYd56,0,1
5A1jt59vdqF4FhM95SN_N6uKM99T0YshuKNC90,0,1
trqRTupYGQdYgsd4wFsrv6FibNFh7gfHr1qZ,0,1
5D1yG5MvdN1RFt,0,42
trqRTuxNP5s9w4,0,1
trqRTvToMNFmj9KbuKz,0,2
3K9-txMyQqf7gsNruSL_vp5iM9FnSU,0,1
trqRTuq7GqqmXMdm5SqfNX,0,4
3rpgQyC0Q9uYFmdraJqzqxMzmw,0,76
eS8-eyduMus7Xgl,0,16
kFFrBuFJBqFRwqKyaJdYNxb_oT1A,0,1
5F2-QeuwB5scFsf,0,2
trqRTvFbQoj7gspy,0,11
trqRTvdNXQuIXgl4JKTI,0,1
3K9-txMyQqf7kZjKtdpEN0,0,46
eSTuqxsmdNmcws545SqfNX,0,1
DDdjlppmOe24kqKbumpIvusyYq1KST1fx1L,0,1
trqRTudEgZNcjdMbaspENpn_oTC,0,7
trqRTJn7O91s1mKYUV,0,2
eSMrtun0QNTYjsB4JKTI,0,1
5F2-VDj0Q9Kr,0,59
trqRTvNcBNNoFMM4wspENpn,0,12
3ruFGK89Pva91m54,0,20
HS1FG190GQk,0,24
6Oz0VrayL5ffDMd-5SqfNX,0,1
DFpaBea0MNq9,0,31
D1L7ZK9aM98,0,1
lKFgqx1oGIl7gspy,0,1
kS1Ne5xJjqc7jTK-JFS8UFTRmT2,0,1
trqRTuxvBq9ojgdruFLWNxup,0,11
trqRTulrdqKS1m58uG,0,3
DDpoqyTcQq9oJ9KbuKz,0,28
trqRTuSoMNFhjqK8vSc,0,43
trqRTupojqN_jOMouScWvpdh,0,5
DSK-tyNNMIl7aMphJSSYNSTRmT2,0,2
trqRTJnSQNKRj9Kbu-,0,9
trqRTvNNPenxDTKbuKz,0,1
trqRTvdWMTTNaqKbuKz,0,1
trqRTu1oQqs0jMzIeYlWvpdh,0,1
3ruYl5dNG5sUwg5bcdpEN0,0,1
trqRTvBRg91mFspxvspENpn,0,4
5dSNt59EXNzrJIcAlJBWN5xA0NFiFsu2x-,0,1
3sR0Vp50dN1RFt,0,3
lKuEe5TJdN1RFt,0,4
kK1xG580Q9Kr,0,32
lKF-txMJMNj7FgmfU1FrN1TRmT2,0,1
DF9blS9NB6nyDTKbuKz,0,1
DSKbtpp0dNK4X4,0,2
3Ja-q5u0Q5scFsf4JKn,0,8
tK9rtupNXqxY1md-JFpRqxMzmw,0,1
lKFYG19aMo5W1m54,0,5
trqRTvdNBq1mXMKEJS5zqxMzmw,0,1
trqRTJk7OZ5YFmufaDjWvpdh,0,106
trqRTupaXTKhJ9K4wJB,0,1
trqRTvdoMNKWjg5ruKnWNxup,0,14
trqRTvKNgTMvFYk4uSFK,0,7
trqRTuNoXQ1mjgNruScWvpdh,0,1
D1dFq55UQQ191m58uG,0,2
DJa-lp5IBQa7gspy,0,5
tKa-exFoMN24gsdW5SqfNX,0,1
trqRZ19aM9MRFs84JKTI,0,17
trqRTudNBqsoJsMywFpAqxMzmw,0,1
erFjq199jZm81mpWwW,0,1
kA1-e580Gq5oFma4JKn,0,1
tKKvBuFEXQm01YdmldpENpn_oTC,0,1
5F1RQS90GN9oXdmo5SqfNX,0,7
tKa-VDpxBql7gspy,0,1
trqRTuxJgTxoXm9AaFpRqxMzmw,0,1
trqRTuSJBqSvFY5SUMpENpn,0,1
eSMJquqvMommXMKE5YL_bun_oT1A,0,2
trqRTuFEMZ5bgMsYvspENpn,0,13
trqRTuNRgIN01m58uG,0,1
lJa-qpuvBol7gspy,0,1
trqRTuSJXx9SjML4JKTI,0,196
trqRTJ5yjoj7FmMs,0,63
3FFSqu5Rgxf8kqK4wJB,0,5
trqRTusEGNK-1m58uG,0,1
5dSNt59EXNzrgQkhtmp9cv56oTCiYd56,0,1
kKK-BuFEMNj7aMphJSSYNSTRmT2,0,1
trqRTvMJMTxxggTYvrlINpTsbNdIFs1h4G,0,2
e1F-l65JMNFNgMn4JKpENSTRmT2,0,1
D1Ngq5s4Q5s-FspmvJlWvp2,0,1
lFFXqS9IMIqUjMd45SqfNX,0,3
kKKmQ6a0M9sSjMKY5rqxqxM_,0,12
5K9rQxFog9uIgmC4uFaAQAL_oT1A,0,4
3KKNl18yLpscFsf,0,9
kA1bexFvgTNvF9KsaFF6N6a_oT1A,0,8
DSuuZJj4doTIJdd45SqE,0,1
6hlrV5NWdNsowH,0,4
trqRTudwGea7gspy,0,3
lKFgquMxQqf7jd1WJspENpn,0,3
3F9Elpp0dNmYFYqr5SqfNX,0,1
trqRTupoQNT7gmd85SqfNX,0,7
trqRTv1oGQ5vjqKbuKz,0,4
trqRTuSJXTNrXgk4JKTI,0,2
trqRTvdWM9sSjMKY5Spr-P,0,2
trqRTuNxXZB7FmMs,0,1
trqRTJnRPo5swTKbuKz,0,9
trqRTvuojNuIgm1f5SqfNFTRm7,0,1
trqRTuqWMTKS1m58uG,0,52
l1FRG18yLpscFsf,0,6
kF9aTuqY,0,1
trqRTuMJMqqvJmR4JKTI,0,1
D1pEqxSyXTN8wTKbuKz,0,1
3KKNl5p0doTNkTKbuKzWvp2,0,6
lD1-qup0dN9YFmuxUFxyqxMzmw,0,1
eSMgqxmJBecy3oc4JKnWNu5f-o5nSMkHr1qZ,0,1
trqRTvuJMImmXguYaJNYNxb_oT1A,0,3
trqRTudoXZNbXNKbuKz,0,67
lKFgqxNoQq5YgMz4JF5YNxb_oT1A,0,2
trqRTumyQqNNjQC9edpENpn,0,13
DFKbBusyjNuIgMKEc1SAqxMzmw,0,1
trqRTuuaBqxY1m58uG,0,113
DFF4Tv1NGQ19ggL4JKTIqxpZ,0,1
lD1-qup0doNRwM1rJFp8-FTRmT2,0,2
trqRTup0gIFoJYk4JKTI,0,1
eFF-tS9JMoN8gMFYvmpENpn,0,1
trqRTvFoMvas1m58uG,0,152
3KToTJ5uPNk7FmMs,0,1
trqRTJ2xGqf7gspy,0,87
6OnSVr28L5ffDMd-5SqfNX,0,1
trqRTuF0GquRFMB4uSFK,0,2
lKFgqxFyQ5s9DojW5SqfNX,0,1
3DMmQu5Rgya7gsz,0,35
3FKElpuEMusYghN85SqfNX,0,2
31TEl51vdNF4FhM95SSKUvxyM9FnSU,0,1
51KyeeMvMNuIgqK-JFS8UFTRmT2,0,2
5FK-luu0GxsSjg5SUFEWNu5KXecVFsu2x-,0,1
DSMvqun0G9xRgmdxa11_UemrY9N2Fsu2x-,0,3
trqRTvdNjZj7gspy,0,2
3SK-BuFEX5s8jdmba1FWUKThookTwoEHr1qZ,0,1
tApJBpxEXTK4ghmbu1jWNxup,0,4
lFMJquMWBTKI1mMmUJqxcFTRmT2,0,1
D1xuG5a0PeThgM9o5SqfNX,0,4
51KbZDjIOxscFsf,0,1
trqRTvNcBN87Fh1E,0,31
kJ1-Q5u0G9FIgMKba11zc5R_oTMTaN1fx1L,0,1
kK1-e580jqKIgmmouS9AqxMzmw,0,10
trqRTvFuQqMYFdMfwJ5iUvl_m9n,0,1
trqRTv1xjoj7gspy,0,153
kFFxl18yLpscFsf,0,5
trqRTuFvMNT7DQ295SqfNX,0,152
3A1vl65JdNusXMz4JKTI,0,3
3F9Elpp0dvaWkZl4JKn,0,42
DFpETv17QQMoFdMWehaAqxMzmw,0,2
trqRTudEMqNcgmp8aA5ropd6Y9FIrT1fx1L,0,1
trqRTJpIGZk7gspy,0,58
511vQxFododRwMqruScWvpdh,0,14
trqRTvKEgo5vFdqYaF9YqxMzmw,0,1
3JuNqxE0Q9Kr,0,8
trqRTvuIg9uYjmmo5SqfNX,0,6
lFMbquMRBTT71oCItOanqxMzmw,0,1
er14lpsydvaWkZl4JKn,0,77
eSMJquMNXqz7Xmp8wDlhqxMzmw,0,6
trqRTuFyQqsbJOM7vspEN0,0,30
DSMrBuFEX5fyDZC9arRWvpdh,0,1
lJBYVJj9dN17,0,2
DF1-tpa0MNNfFhqo5SqfNX,0,14
eSMjexFvMNFSFdp4wsp0Qxl_bqj2wIlHr1qZ,0,1
trqRTv1EMNFsjMd4wKjWvpdh,0,1
DSMgquMuG5syXZc4JKTIqxM_,0,1
trqRTu1EMqTYFNKbuKzWvva,0,3
trqRTupoMIpxF9Kbu-,0,7
lFMgquMWBTKI1mN-vSlWvpdh,0,1
